,troll,label_from_liar_liar_copy
238,0.632371341550811,barely-true
239,0.6540911839157595,true
240,0.6276977105919774,false
241,0.6128809384576375,true
242,0.6096383554528426,mostly-true
243,0.6285034306918237,mostly-true
244,0.6430648879454203,half-true
245,0.6178606809289512,half-true
246,0.6625764609575109,true
247,0.6230218452924536,barely-true
248,0.6512017583767191,false
249,0.6532064692140251,half-true
250,0.6424100159555738,half-true
251,0.6606681544199042,mostly-true
252,0.6834626221749995,mostly-true
253,0.6096032958653885,barely-true
254,0.6616134172379318,false
255,0.6230225527304706,half-true
256,0.6291141340928064,true
257,0.6365065488546152,true
258,0.6605592913191678,false
259,0.6521251383126339,mostly-true
260,0.6479727398093207,barely-true
261,0.6008662252452782,pants-fire
262,0.6289994682211079,false
263,0.6959175519672132,true
264,0.6085187704079719,pants-fire
265,0.660765152413375,barely-true
266,0.6492534533111424,false
267,0.7256339267802636,half-true
268,0.6898061011400065,mostly-true
269,0.7045853742881857,half-true
270,0.5735927304141778,half-true
271,0.6502612121772943,true
272,0.6205515252606412,half-true
273,0.6702436774393506,half-true
274,0.6982394114576626,half-true
275,0.6170629368057958,false
276,0.6689851321280108,barely-true
277,0.6329013553938733,half-true
278,0.659603624776001,barely-true
279,0.6459857643067295,false
280,0.6554986706337946,true
281,0.6196379242460722,half-true
282,0.6316319565758699,mostly-true
283,0.6401509763932708,false
284,0.6158601230877516,barely-true
285,0.6503994727624814,barely-true
286,0.6459705977880418,half-true
287,0.6806421157624696,mostly-true
288,0.6775045178878487,false
289,0.693773199944931,false
290,0.6400531477416009,pants-fire
291,0.6626598615634496,true
292,0.6464165971802049,mostly-true
293,0.6516545644792527,barely-true
294,0.6260127251137382,barely-true
295,0.665902923060031,barely-true
296,0.6622009466709547,pants-fire
297,0.6385829053394085,false
298,0.6243299170833696,mostly-true
299,0.6166869069368016,mostly-true
300,0.7013886163327276,pants-fire
301,0.6663198509816812,mostly-true
302,0.66646332544241,false
303,0.6606918776593671,pants-fire
304,0.6412084737192827,mostly-true
305,0.6001173864345735,half-true
306,0.6336258844901667,false
307,0.6069880238736334,half-true
308,0.6900541242950478,half-true
309,0.648162158551722,true
310,0.6600098022727353,true
311,0.665564817740545,barely-true
312,0.6348820658151503,barely-true
313,0.6343401532254297,half-true
314,0.6458232981431936,barely-true
315,0.6450905221751227,half-true
316,0.6376296302457186,true
317,0.626320860794164,pants-fire
318,0.6835054700967998,half-true
319,0.6181645588254634,barely-true
320,0.6274114320736658,barely-true
321,0.6457214449570655,barely-true
322,0.6585245224849114,true
323,0.6549267979214172,barely-true
324,0.6148616816972415,false
325,0.6537948605260365,half-true
326,0.6277341840721248,half-true
327,0.6007873369457962,false
328,0.6854611550120783,barely-true
329,0.5997723214280853,barely-true
330,0.5896845898091334,pants-fire
331,0.6668730073420855,mostly-true
332,0.6478619042664884,false
333,0.6649832340947033,true
334,0.6484843996568412,mostly-true
335,0.6608344064288674,half-true
336,0.6689334071684098,half-true
337,0.7018181364672048,mostly-true
338,0.6290811641331321,half-true
339,0.6408481295531585,mostly-true
340,0.6969786796612047,mostly-true
341,0.6427217191458726,mostly-true
342,0.70995844925969,half-true
343,0.7558605058860531,true
344,0.6587204926246635,half-true
345,0.6742699451569784,barely-true
346,0.6611405781072831,half-true
347,0.654892051698865,half-true
348,0.6519566494002131,true
349,0.7223584564294546,half-true
350,0.6262762250406627,false
351,0.7313847629941714,mostly-true
352,0.6833327044071554,true
353,0.6076808667240597,pants-fire
354,0.6596040638103502,pants-fire
355,0.6617137254612546,half-true
356,0.6787638758180788,barely-true
357,0.6281626647638633,true
358,0.7138499686734461,half-true
359,0.7227580476688613,half-true
360,0.616831027757842,mostly-true
361,0.6168912182499461,false
362,0.7003904587290597,barely-true
363,0.7022563756101114,false
364,0.6164465388316875,mostly-true
365,0.6567887083062766,false
366,0.676154942812356,true
367,0.6352925980845338,half-true
368,0.5826136132981525,half-true
369,0.6284093669937502,half-true
370,0.6101731305462503,half-true
371,0.6865659067369085,half-true
372,0.6785596435605993,mostly-true
373,0.6614570207757557,pants-fire
374,0.662121491029526,barely-true
375,0.6531882398370892,pants-fire
376,0.6462750378923029,barely-true
377,0.6960851420520296,mostly-true
378,0.6188967869163405,barely-true
379,0.6562633669929159,false
380,0.8165902736806618,half-true
381,0.6604833659241812,barely-true
382,0.6483528283440276,true
383,0.6251190647333007,mostly-true
384,0.6567584627919739,half-true
385,0.6631080208331998,true
386,0.6084413953535904,half-true
387,0.7113188879063056,half-true
388,0.5733806663686564,barely-true
389,0.6257406283530569,false
390,0.6487616039470617,true
391,0.6863213400030833,pants-fire
392,0.5936246430115057,true
393,0.6561361253314145,barely-true
394,0.6369811100652316,pants-fire
395,0.6332752923341404,half-true
396,0.6347117263715605,true
397,0.6753516299620206,barely-true
398,0.6432077269339794,mostly-true
399,0.6182632289598282,false
400,0.6387699822956495,barely-true
401,0.6284839043919674,pants-fire
402,0.6666537854480395,half-true
403,0.6830537995429897,half-true
404,0.6268419564750118,half-true
405,0.6398370496036208,false
406,0.6352941738469091,pants-fire
407,0.6503907354991172,barely-true
408,0.6586043479341206,true
409,0.6150929704176862,half-true
410,0.660713463021857,mostly-true
411,0.6247895258755708,barely-true
412,0.6530089927957575,true
413,0.6159799215390467,false
414,0.6510558924557736,half-true
415,0.686257798076932,true
416,0.698859941969242,half-true
417,0.6046887718736037,half-true
418,0.622756644461453,mostly-true
419,0.6400104357634961,false
420,0.6071568074711314,mostly-true
421,0.6563819822594759,mostly-true
422,0.6693745556956412,pants-fire
423,0.621446461987091,barely-true
424,0.6218046985208991,mostly-true
425,0.705253231807029,mostly-true
426,0.6754787505390165,half-true
427,0.6902802709614768,mostly-true
428,0.6413045077458166,barely-true
429,0.6721862745755417,half-true
430,0.659591545509649,false
431,0.6864073963061808,false
432,0.6197711386768352,barely-true
433,0.6830082571020116,true
434,0.6352033134219328,barely-true
435,0.6762617548322393,mostly-true
436,0.6617762315404583,half-true
437,0.6530610564073475,half-true
438,0.6505871145896762,barely-true
439,0.6303434520516968,true
440,0.6149103775873123,true
441,0.6192798111269174,false
442,0.6629487727172662,false
443,0.6376355833094182,pants-fire
444,0.6395815322641162,pants-fire
445,0.6630176785572011,mostly-true
446,0.6341412049972195,false
447,0.6443478776971773,barely-true
448,0.6351435454373456,mostly-true
449,0.6737820055166032,pants-fire
450,0.6527346715328843,mostly-true
451,0.5922776613853922,false
452,0.6404308877404958,true
453,0.670709214614243,true
454,0.6617095388573518,half-true
455,0.6681860406331577,half-true
456,0.6027705392363446,true
457,0.6418244710422377,half-true
458,0.6362129331231123,barely-true
459,0.6813609657776856,half-true
460,0.5997941313666282,false
461,0.5917419715158012,half-true
462,0.6560974534191948,barely-true
463,0.6387490683912151,true
464,0.6138148438782925,barely-true
465,0.6962511003996585,half-true
466,0.6773066740280351,mostly-true
467,0.6347724583361642,false
468,0.6619562577341268,true
469,0.7225479303991984,false
470,0.6169657759764969,pants-fire
471,0.6268588683728795,mostly-true
472,0.6746755937427765,barely-true
473,0.6555014985604652,pants-fire
474,0.6285904780234223,false
475,0.6471375809956877,half-true
476,0.6248371465401045,false
477,0.6842161963568579,half-true
478,0.6435758218759161,barely-true
479,0.6821427149562923,false
480,0.6980330913278362,false
481,0.637726582269808,false
482,0.7322045602086474,half-true
483,0.6405061295118252,barely-true
484,0.6505619318263903,pants-fire
485,0.6650198774927784,false
486,0.603890016484465,false
487,0.6735237982055032,true
488,0.6277413821632775,mostly-true
489,0.655487041121109,true
490,0.6738553704031615,false
491,0.6811776723921033,barely-true
492,0.6633269098206922,half-true
493,0.6640185625019767,half-true
494,0.6238055642458815,mostly-true
495,0.648761830794809,barely-true
496,0.6173359073268226,half-true
497,0.6520894719949059,mostly-true
498,0.6698538956979446,true
499,0.707540935510741,half-true
500,0.6645118089705652,half-true
501,0.6107969591102058,false
502,0.6252447979650974,barely-true
503,0.6020624260466949,true
504,0.669509005042484,half-true
505,0.6918161502592312,half-true
506,0.6415656582293512,true
507,0.6350320979399825,false
508,0.607061890617077,half-true
509,0.6519051704573842,false
510,0.7049753193996978,mostly-true
511,0.6530881923434073,mostly-true
512,0.6327917614901338,mostly-true
513,0.6876707365053759,barely-true
514,0.6245729694490327,pants-fire
515,0.6568364525798644,pants-fire
516,0.6761208322492901,true
517,0.6548971703669727,false
518,0.6507815018941736,pants-fire
519,0.6265996423820468,half-true
520,0.6765833607751636,false
521,0.7002801897396376,half-true
522,0.6263297059592737,mostly-true
523,0.6759820743605974,half-true
524,0.6166864397173849,half-true
525,0.5989299390421309,mostly-true
526,0.6413346525890185,half-true
527,0.6051350544677655,pants-fire
528,0.6768416087397766,half-true
529,0.6214538917761954,true
530,0.6309387735944195,true
531,0.6698666481859445,barely-true
532,0.6254195187647326,false
533,0.6474286108738957,false
534,0.6789899812297465,barely-true
535,0.622933935430974,true
536,0.6445656477849956,false
537,0.6386594021107389,half-true
538,0.6280178815767233,half-true
539,0.6642552064993279,mostly-true
540,0.6584332641097091,barely-true
541,0.6188629274687327,pants-fire
542,0.7033635559808479,mostly-true
543,0.635923125961419,pants-fire
544,0.5999129906592499,pants-fire
545,0.6314045018691161,true
546,0.6759828567818319,true
547,0.6559941294342597,false
548,0.6277245558174516,true
549,0.6416963346945541,mostly-true
550,0.6133218477509114,false
551,0.5970845972251773,true
552,0.6585707097975209,half-true
553,0.7168608155532291,pants-fire
554,0.6489352745295098,mostly-true
555,0.7088715610363436,true
556,0.6159417229733268,barely-true
557,0.6239146034669798,half-true
558,0.6409170319409256,false
559,0.6068000034366511,true
560,0.6007402360477473,half-true
561,0.6999067008129229,true
562,0.6950152896540827,mostly-true
563,0.6624597749779415,mostly-true
564,0.6045798409773594,mostly-true
565,0.6273970776269682,false
566,0.626169257507961,barely-true
567,0.6307512292048564,half-true
568,0.6223164654648201,false
569,0.6489509078177893,half-true
570,0.6387601765631968,half-true
571,0.6085828599525126,true
572,0.6449998615678885,barely-true
573,0.6792430827780569,barely-true
574,0.6523365169914142,half-true
575,0.6677580792396896,mostly-true
576,0.6508360131241523,false
577,0.6448206479087116,mostly-true
578,0.6393290794462771,false
579,0.6047982919473005,mostly-true
580,0.5980427756119965,barely-true
581,0.6328931281894622,half-true
582,0.6276451451284221,half-true
583,0.6710975918750679,mostly-true
584,0.6169646665526897,true
585,0.6474509820506359,mostly-true
586,0.6046053119725462,false
587,0.6293899533573853,mostly-true
588,0.6536337064114808,mostly-true
589,0.6641777882959043,true
590,0.6723313953534568,half-true
591,0.6331496066178446,barely-true
592,0.6687621931916466,true
593,0.686664433393078,false
594,0.6919525891673647,mostly-true
595,0.6692611716907865,barely-true
596,0.7249787834717223,barely-true
597,0.6288895692323158,false
598,0.628867771623222,mostly-true
599,0.6447649089190555,half-true
600,0.6499791802285607,half-true
601,0.7010561834004356,barely-true
602,0.6341981386174349,half-true
603,0.6773948892608949,true
604,0.6568823833872589,true
605,0.6389920801273655,mostly-true
606,0.6667982787900754,false
607,0.645836291042416,barely-true
608,0.636937986235631,true
609,0.6703927086831197,true
610,0.6276010054827433,false
611,0.644197776222853,false
612,0.6156345475294285,mostly-true
613,0.6014299759534434,false
614,0.6847367505757447,true
615,0.6668393756114286,barely-true
616,0.6322390796565632,half-true
617,0.6916135980519097,pants-fire
618,0.6578169430000408,barely-true
619,0.6123449037891587,half-true
620,0.6820228433360622,true
621,0.6710036496862379,mostly-true
622,0.6402494470520746,mostly-true
623,0.708943112953193,mostly-true
624,0.6426779576669341,false
625,0.6631393629055282,half-true
626,0.6596133281918005,false
627,0.6342407103383979,half-true
628,0.6478745275816155,true
629,0.661398190812021,half-true
630,0.6721801259729182,true
631,0.648909826565712,true
632,0.6197631187682223,true
633,0.625485140994661,false
634,0.6383664954583086,barely-true
635,0.6343570412946383,pants-fire
636,0.636346403345468,pants-fire
637,0.6901827389547872,false
638,0.6059993017754854,true
639,0.6873586783488385,true
640,0.6629399717371438,true
641,0.6324114681575138,mostly-true
642,0.6834446967599913,false
643,0.6268387356474161,half-true
644,0.6771822597842305,half-true
645,0.6374576894950224,false
646,0.6716969821381717,true
647,0.6453790186006679,true
648,0.6632547186680008,false
649,0.6044888577862546,half-true
650,0.6254600572124546,mostly-true
651,0.6542581010807876,mostly-true
652,0.5822856594443843,false
653,0.661016224799275,barely-true
654,0.6837722461421145,true
655,0.6232013269548833,half-true
656,0.6377026388002734,pants-fire
657,0.6422910505874,mostly-true
658,0.6158983918557487,false
659,0.6920772175210789,half-true
660,0.6732466725997817,true
661,0.7268432500405786,false
662,0.6338102400579523,false
663,0.6491651649672147,barely-true
664,0.5961112875488114,true
665,0.6596210495440414,false
666,0.689374474225713,mostly-true
667,0.6831742146091382,true
668,0.627100993127196,barely-true
669,0.6450014182458033,pants-fire
670,0.661302505034531,half-true
671,0.6670576760416177,false
672,0.6421327004429648,half-true
673,0.6100438654909289,false
674,0.6433060432920416,mostly-true
675,0.6372523977120249,true
676,0.6074458215100058,mostly-true
677,0.6620891327762842,mostly-true
678,0.599332040318326,barely-true
679,0.6027711993560152,half-true
680,0.6004456759050885,mostly-true
681,0.6387774613005739,false
682,0.6369515023633797,half-true
683,0.6255010225050017,mostly-true
684,0.6490740182760972,half-true
685,0.6242955041910966,half-true
686,0.6370094820504283,half-true
687,0.6420376088449564,true
688,0.6532475883353444,true
689,0.6086111392007866,false
690,0.605934897711529,mostly-true
691,0.6653038259332577,mostly-true
692,0.6735619697304365,half-true
693,0.6712361689553827,true
694,0.6554768244564557,mostly-true
695,0.6651148951071402,false
696,0.6783078503743303,half-true
697,0.6282756530444118,false
698,0.5827774278390891,true
699,0.6543232334224662,barely-true
700,0.6386317565936667,half-true
701,0.6031338933491723,mostly-true
702,0.6596107292508692,pants-fire
703,0.6288770740259462,barely-true
704,0.6569365678563098,false
705,0.6516485659146309,true
706,0.6544979045159465,pants-fire
707,0.7519905116693041,half-true
708,0.6238574636807126,mostly-true
709,0.5857762100605503,false
710,0.6583048164124113,pants-fire
711,0.6483910650604882,mostly-true
712,0.634406764038262,false
713,0.687054625129185,false
714,0.6492269332822056,mostly-true
715,0.6213959395965061,true
716,0.613463542612321,half-true
717,0.6076043385397588,false
718,0.6597474062961034,false
719,0.6517232014086562,barely-true
720,0.6698390290655653,false
721,0.6128220643046435,mostly-true
722,0.6833347713514052,mostly-true
723,0.6007474002274125,false
724,0.6486253172500955,false
725,0.6521758823594835,true
726,0.6644548878823153,pants-fire
727,0.6792468257327741,half-true
728,0.6393220910980599,mostly-true
729,0.6024756114831252,false
730,0.7206429950360291,half-true
731,0.6635673177584946,mostly-true
732,0.6522465866415758,mostly-true
733,0.5849440580230094,barely-true
734,0.6822164719348861,barely-true
735,0.6385157619043583,mostly-true
736,0.6049626348988303,mostly-true
737,0.6600829883642908,false
738,0.6561079296739669,pants-fire
739,0.6177972072028842,true
740,0.6527701619285928,half-true
741,0.6659941255070105,pants-fire
742,0.6476309755037097,pants-fire
743,0.6050665360694454,mostly-true
744,0.6869221397891662,mostly-true
745,0.6773384489118826,mostly-true
746,0.6360348462454912,mostly-true
747,0.6874986592362978,half-true
748,0.6407916706089488,half-true
749,0.6449964156614659,half-true
750,0.6856772564036888,barely-true
751,0.6800357476768449,true
752,0.7013868185130847,true
753,0.6875708456909775,true
754,0.6831917049685475,pants-fire
755,0.6509738520074215,mostly-true
756,0.6367191907182993,mostly-true
757,0.6066278971262021,false
758,0.62380466879266,true
759,0.6346995986791113,false
760,0.5983849842882546,half-true
761,0.6242464946960066,barely-true
762,0.6697834502034401,pants-fire
763,0.6244880438940872,barely-true
764,0.6921298630340224,mostly-true
765,0.6294988780771602,half-true
766,0.6704146179594738,true
767,0.681166983523046,true
768,0.6573018625881393,false
769,0.6691318835844654,false
770,0.6569652664443795,true
771,0.6302450210626267,false
772,0.6879715067327536,mostly-true
773,0.7020988962859732,barely-true
774,0.6260718258090633,half-true
775,0.6148839398942081,half-true
776,0.6172743516532312,half-true
777,0.697716373272276,false
778,0.6513305780478647,half-true
779,0.6549325040544741,false
780,0.673512312831331,false
781,0.6200543657121147,mostly-true
782,0.6411290898857678,half-true
783,0.6297426223014883,true
784,0.6419139960343582,true
785,0.6533504692749021,barely-true
786,0.6171694083384994,barely-true
787,0.6319062857622586,mostly-true
788,0.6382128658772583,true
789,0.6790418767470106,mostly-true
790,0.625476395488058,half-true
791,0.6730042391184339,false
792,0.6757386184648354,true
793,0.585603359031597,false
794,0.5952320954508391,false
795,0.6490560065023425,false
796,0.6704603674037918,barely-true
797,0.6530157557845793,false
798,0.5954289299735265,false
799,0.6880040894446919,false
800,0.6320999125266675,half-true
801,0.7089695715388807,mostly-true
802,0.601640112326225,true
803,0.6654845390857157,true
804,0.5965113183931549,true
805,0.6838524635277357,barely-true
806,0.7139615851314273,half-true
807,0.6669123713391644,mostly-true
808,0.6537459112718118,barely-true
809,0.6479350685338531,true
810,0.6607893515123014,true
811,0.6685362371951522,false
812,0.6595745735835619,barely-true
813,0.6210398546805485,mostly-true
814,0.6468427004837175,barely-true
815,0.6418108974656612,half-true
816,0.622552424046763,pants-fire
817,0.6483200655245737,mostly-true
818,0.6516490657508711,true
819,0.6359979215894347,barely-true
820,0.7176196634730574,mostly-true
821,0.6525447015638286,half-true
822,0.6532779580705795,true
823,0.6401073344431429,false
824,0.6031112202124161,true
825,0.6472999792277618,true
826,0.6234974458549898,false
827,0.6118730749019919,false
828,0.6130534148399184,barely-true
829,0.7314904601682893,mostly-true
830,0.6793753538393131,mostly-true
831,0.6520553449164761,barely-true
832,0.6873722869302827,false
833,0.6368931014177496,mostly-true
834,0.6654141056969118,barely-true
835,0.5873776891735668,half-true
836,0.6884931492750332,true
837,0.5882471983383547,true
838,0.6622460584865926,mostly-true
839,0.6459286077130709,false
840,0.6333188955329452,true
841,0.6057524464621371,barely-true
842,0.6263771496686504,mostly-true
843,0.591313815317639,true
844,0.6648723518930679,mostly-true
845,0.6507327482467996,mostly-true
846,0.6676676725934041,half-true
847,0.6333659490961995,pants-fire
848,0.6499491079324825,false
849,0.6559283033080554,pants-fire
850,0.6725027816410285,true
851,0.6285816403231729,false
852,0.6071099998898948,half-true
853,0.6769067262384496,barely-true
854,0.6980312338190813,true
855,0.6660690089730186,barely-true
856,0.6363102720246911,barely-true
857,0.6419310425035583,mostly-true
858,0.7081753275049898,mostly-true
859,0.6095918143466736,pants-fire
860,0.6481853650492133,false
861,0.6359802553590193,false
862,0.6373456334993265,mostly-true
863,0.6262963321429513,half-true
864,0.5713231817029814,false
865,0.6849222852964971,mostly-true
866,0.6497427008776315,barely-true
867,0.6514409899647984,half-true
868,0.6004593830313458,half-true
869,0.6678935968534735,true
870,0.6836476862642499,mostly-true
871,0.6598622942291383,half-true
872,0.6972488531081666,true
873,0.6532001062446895,true
874,0.6909163811910386,mostly-true
875,0.65145982847819,half-true
876,0.6746435793243708,false
877,0.6247680617132934,mostly-true
878,0.6413365346132965,half-true
879,0.6438919221822885,barely-true
880,0.5863778835249153,half-true
881,0.6514364073158174,barely-true
882,0.6413788166990034,pants-fire
883,0.5998057806086277,false
884,0.6341695571366656,pants-fire
885,0.6496347586091594,half-true
886,0.6320592614806081,false
887,0.640175520825627,true
888,0.6713747401361948,false
889,0.6023089881459626,half-true
890,0.6943221387701525,false
891,0.6048974822422988,pants-fire
892,0.6139184796770175,pants-fire
893,0.6518885951336659,half-true
894,0.6663675798698735,false
895,0.6570612368524837,mostly-true
896,0.6505563405590604,true
897,0.6610921075578367,half-true
898,0.6575488904603563,pants-fire
899,0.593982413412172,false
900,0.6113019252614275,true
901,0.671149809370301,mostly-true
902,0.6791023130271923,mostly-true
903,0.6699863648910356,barely-true
904,0.6733919497547869,false
905,0.6405753723754833,half-true
906,0.6247021611636981,barely-true
907,0.6029050281538162,false
908,0.6477619594834017,pants-fire
909,0.6274196725454186,pants-fire
910,0.6725715538492734,mostly-true
911,0.690173469844224,mostly-true
912,0.6530987499564596,half-true
913,0.6552918043924996,false
914,0.6342998839678398,mostly-true
915,0.7490980089129439,false
916,0.6920194518082394,half-true
917,0.6590695702560376,barely-true
918,0.6648095774531406,false
919,0.7164791243632808,false
920,0.6412477246101587,pants-fire
921,0.6529700639654398,mostly-true
922,0.6648411255528748,false
923,0.6249822415285824,true
924,0.6086066853602077,false
925,0.6136275753718408,half-true
926,0.6647008769957695,mostly-true
927,0.6240314664592008,barely-true
928,0.6638013211232349,false
929,0.6545549298169305,false
930,0.6287645450939887,mostly-true
931,0.593243556919495,true
932,0.6442298465546673,mostly-true
933,0.6055466340672078,mostly-true
934,0.7110496160002898,barely-true
935,0.6499026550676219,barely-true
936,0.7015280467364976,false
937,0.6645721568431464,mostly-true
938,0.6395404386575959,half-true
