,hate_speech_confidence,offsensive_speech_confidence,clean_speech_confidence,copy_of_fake_label_from_liar_liar
128,4.396089395286573e-11,0.3388938009738922,0.6611062288284302,1
129,1.5609226151208633e-13,0.8251906633377075,0.17480935156345367,1
130,0.0027866405434906483,0.30322325229644775,0.693990170955658,1
131,7.524094125521685e-10,0.5106348395347595,0.4893651604652405,1
132,4.2964840574200025e-09,0.2759724259376526,0.7240275740623474,1
133,8.31941520118562e-07,0.18622425198554993,0.8137748837471008,1
134,3.1366781172437186e-08,0.9788837432861328,0.021116266027092934,1
135,2.5707395252538845e-05,0.11830732226371765,0.8816669583320618,0
136,4.601221917255316e-06,0.05078992620110512,0.9492054581642151,1
137,1.2112766853533685e-05,0.15320822596549988,0.8467797040939331,1
138,8.755105125783451e-16,0.9251291751861572,0.07487084716558456,1
139,1.7086298612412065e-05,0.042464274913072586,0.9575186371803284,1
140,5.7468292652629316e-05,0.05108049139380455,0.9488620162010193,0
141,9.350825669329765e-10,0.16835297644138336,0.8316470384597778,1
142,1.7156129850093293e-09,0.5772910118103027,0.4227089285850525,1
143,1.7934320339918486e-06,0.31578847765922546,0.6842097640037537,1
144,3.388755430933088e-05,0.043276913464069366,0.9566892385482788,1
145,3.18348338623764e-06,0.26907360553741455,0.7309231758117676,1
146,7.853369606891647e-05,0.19680747389793396,0.8031140565872192,0
147,2.427919207548257e-05,0.2735806107521057,0.7263950705528259,1
148,1.479597102616026e-07,0.09503396600484848,0.9049658179283142,0
149,3.5012970329262316e-05,0.10089238733053207,0.8990725874900818,1
150,0.00046515819849446416,0.055578626692295074,0.9439562559127808,1
151,3.45382932209759e-06,0.15119758248329163,0.8487989902496338,1
152,2.6153762519243173e-05,0.05707288160920143,0.9429009556770325,0
153,2.2143385081108136e-07,0.14113052189350128,0.8588692545890808,1
154,1.5653265142412387e-11,0.25912123918533325,0.7408787608146667,1
155,6.685272819595411e-05,0.5773242712020874,0.4226089417934418,1
156,4.0945069486042485e-06,0.29184356331825256,0.7081522941589355,0
157,5.706896899937419e-06,0.14818333089351654,0.8518109917640686,1
158,6.240054588498023e-13,0.337111234664917,0.662888765335083,1
159,8.418514312324987e-07,0.3077690899372101,0.6922300457954407,1
160,1.1803338750837611e-08,0.8514318466186523,0.14856819808483124,1
161,7.806756130435133e-09,0.018679875880479813,0.9813201427459717,1
162,2.4470257417585906e-11,0.05285552144050598,0.9471445083618164,1
163,6.900235743711016e-15,0.7851536870002747,0.21484629809856415,1
164,1.6936661495492444e-06,0.5281574726104736,0.47184088826179504,0
165,3.7506436001422117e-06,0.26711276173591614,0.7328835129737854,1
166,5.1442931692236016e-08,0.2079365998506546,0.792063295841217,0
167,6.185473682730758e-14,0.33721718192100525,0.6627828478813171,1
168,4.2883337414423295e-07,0.4605658948421478,0.5394336581230164,1
169,8.37004510145789e-09,0.5385977625846863,0.4614022374153137,1
170,9.292463801102713e-05,0.34766489267349243,0.6522421836853027,1
171,1.4498035476144533e-13,0.7736939787864685,0.22630605101585388,1
172,7.258585355884861e-06,0.37118902802467346,0.6288037300109863,1
173,9.985720694771771e-09,0.8024259209632874,0.19757406413555145,1
174,1.5114101376695332e-12,0.0747758150100708,0.9252241849899292,1
175,4.1926188742991144e-08,0.472495436668396,0.5275045037269592,0
176,3.5516391108103562e-06,0.35201430320739746,0.647982120513916,1
177,2.0107896489207633e-05,0.2919171452522278,0.7080627083778381,1
178,5.529408597659824e-10,0.8582043647766113,0.14179562032222748,1
179,4.552760390907906e-09,0.9313408732414246,0.06865908205509186,1
180,4.048240782594803e-07,0.1097477376461029,0.8902518153190613,1
181,2.4318407554346777e-07,0.6675447821617126,0.33245497941970825,1
182,1.1043269410038192e-08,0.11532831192016602,0.884671688079834,1
183,2.24697522810402e-08,0.12466317415237427,0.875336766242981,1
184,0.0005588412750512362,0.09477154910564423,0.9046696424484253,1
185,4.471195609312417e-07,0.08990443497896194,0.9100951552391052,0
186,1.446511078029289e-06,0.14702382683753967,0.8529747128486633,1
187,2.3336207683109203e-16,0.9409928917884827,0.05900711566209793,1
188,1.0986735609827547e-12,0.9072973132133484,0.09270261228084564,1
189,6.816582853730324e-09,0.5856491923332214,0.41435086727142334,0
190,1.2359836887299025e-07,0.20216089487075806,0.7978389263153076,1
191,1.8046248939640464e-08,0.41441771388053894,0.5855822563171387,1
192,9.795713265330856e-15,0.9754689931869507,0.024531040340662003,1
193,3.375948132156026e-10,0.5588734745979309,0.4411265552043915,1
194,0.00010257856047246605,0.5478474497795105,0.45205003023147583,1
195,1.4137722936791164e-10,0.5211092829704285,0.47889068722724915,1
196,3.0678130258365854e-08,0.8385896682739258,0.16141031682491302,0
197,1.3900493911478407e-07,0.9513826370239258,0.04861721396446228,0
198,2.794176680254168e-06,0.32422590255737305,0.6757712364196777,1
199,5.624082768918015e-05,0.10124358534812927,0.8987002372741699,1
200,1.2310459318598532e-09,0.7898274660110474,0.21017257869243622,1
201,2.3383617264727263e-10,0.3403194546699524,0.6596805453300476,1
202,4.499231209820209e-08,0.34044793248176575,0.6595520973205566,0
203,1.128789328674884e-08,0.5890676975250244,0.4109323024749756,1
204,1.5693476029809972e-07,0.1303168386220932,0.8696829676628113,0
205,0.0003167118411511183,0.11851859092712402,0.8811646103858948,1
206,2.1317775917850668e-06,0.417272686958313,0.5827251076698303,0
207,1.1543515938683413e-05,0.045217376202344894,0.9547710418701172,0
208,2.5117327822954394e-05,0.2524418532848358,0.7475330233573914,0
209,8.775727167176228e-08,0.3349902927875519,0.665009617805481,1
210,7.272943207681237e-07,0.08063490688800812,0.9193643927574158,1
211,1.3775284969597124e-05,0.7543725967407227,0.24561366438865662,0
212,2.8587619453901425e-06,0.20686334371566772,0.7931337952613831,1
213,3.6042564488525386e-07,0.40035730600357056,0.5996423363685608,1
214,1.6603239600954112e-06,0.3225770890712738,0.6774212718009949,1
215,5.385570895494185e-12,0.33268746733665466,0.667312502861023,1
216,9.396103957826779e-14,0.895163357257843,0.1048365980386734,1
217,1.0802145844479583e-08,0.12441748380661011,0.8755825757980347,0
218,2.981538926860594e-08,0.21035327017307281,0.7896466851234436,1
219,3.060864401049912e-05,0.7548316121101379,0.24513782560825348,1
220,2.637611266551043e-13,0.08964494615793228,0.9103550910949707,1
221,5.108053755975561e-06,0.03301223739981651,0.9669826030731201,1
222,9.16416872942527e-11,0.7102659344673157,0.28973403573036194,1
223,5.99165831424546e-14,0.6633672714233398,0.33663278818130493,1
224,1.6692600426915227e-11,0.8792389631271362,0.12076099961996078,1
225,6.620874515306241e-09,0.38156798481941223,0.6184320449829102,1
226,1.5531018249248518e-08,0.6473515033721924,0.3526484966278076,1
227,5.745191128392335e-11,0.7448777556419373,0.25512221455574036,1
228,8.111595284354678e-10,0.14416038990020752,0.8558396100997925,1
229,1.4836324169209547e-08,0.4205051362514496,0.5794948935508728,1
230,1.5201427616684526e-10,0.4103653132915497,0.5896346569061279,1
231,6.687454756626465e-11,0.6103445887565613,0.38965538144111633,1
232,1.1627098217559251e-07,0.9233392477035522,0.07666067779064178,1
233,4.2421379350097727e-16,0.9705721139907837,0.029427940025925636,1
234,0.0011828932911157608,0.4178228974342346,0.580994188785553,1
235,0.0012439347337931395,0.03414151817560196,0.9646145105361938,1
236,6.522849815837617e-09,0.1963430792093277,0.8036569356918335,1
237,6.665633822677819e-09,0.34768906235694885,0.6523109674453735,1
238,7.819462854996573e-10,0.7652913928031921,0.23470859229564667,1
239,6.416500468731101e-07,0.2500881552696228,0.7499111294746399,1
240,5.884626716579078e-06,0.1052321121096611,0.8947619199752808,0
241,2.4276831027236767e-05,0.10640677064657211,0.8935689330101013,1
242,3.810762564171455e-06,0.09143146872520447,0.9085646867752075,1
243,6.828983489803875e-10,0.5123629570007324,0.48763707280158997,1
244,2.1134209760020894e-07,0.35146597027778625,0.648533821105957,1
245,1.4559629946120367e-08,0.0919279009103775,0.9080720543861389,1
246,4.1148226996969364e-14,0.9648494720458984,0.035150472074747086,1
247,2.2593793155833986e-11,0.21259155869483948,0.7874084711074829,1
248,1.7123650195571827e-06,0.08252482116222382,0.9174734950065613,0
249,1.9389263483074633e-14,0.7745785117149353,0.22542141377925873,1
250,7.966018132584736e-18,0.9278866052627563,0.07211335003376007,1
251,4.698600619690296e-08,0.13088740408420563,0.869112491607666,1
252,6.346744019225525e-09,0.9478979706764221,0.052101992070674896,1
253,1.1772371180995833e-05,0.06068523973226547,0.9393029808998108,1
254,5.767701447738707e-14,0.9910864233970642,0.00891357846558094,0
255,1.1563839469319603e-10,0.11032775044441223,0.8896722197532654,1
256,7.084371418386581e-07,0.4961446523666382,0.5038546919822693,1
257,7.214929542698201e-09,0.40184298157691956,0.5981570482254028,1
258,4.709036979799741e-12,0.659203052520752,0.34079694747924805,0
259,2.4131921236403286e-05,0.11204808950424194,0.887927770614624,1
260,8.505881851306185e-06,0.6180750727653503,0.38191643357276917,1
261,2.987268771903473e-06,0.07272715866565704,0.9272698760032654,1
262,9.010513934981645e-08,0.04165520519018173,0.9583447575569153,0
263,2.226414386186093e-09,0.7649890780448914,0.23501090705394745,1
264,8.533623940820689e-08,0.15293937921524048,0.84706050157547,1
265,1.5596149588806285e-12,0.8852604031562805,0.11473958939313889,1
266,1.116542236445639e-07,0.029827801510691643,0.9701720476150513,0
267,1.1818723777423656e-10,0.13722704350948334,0.8627730011940002,1
268,5.434909189361292e-10,0.6627849340438843,0.33721503615379333,1
269,4.822979793317472e-10,0.302406370639801,0.697593629360199,1
270,0.0004014140577055514,0.9581993818283081,0.04139919579029083,1
271,0.0013001923216506839,0.357876718044281,0.6408230066299438,1
272,6.4808273236849345e-06,0.6826321482658386,0.31736132502555847,1
273,7.692155122640543e-06,0.03138644993305206,0.9686058163642883,1
274,8.450591910806084e-15,0.9421055912971497,0.057894472032785416,1
275,1.179268929263344e-05,0.061439041048288345,0.9385491609573364,0
276,1.8508869296159774e-13,0.2916991412639618,0.7083008289337158,1
277,0.00017908704467117786,0.04917098954319954,0.9506499171257019,1
278,3.4912478241722056e-08,0.13780786097049713,0.8621920347213745,1
279,2.2266131338710693e-07,0.7147356271743774,0.28526416420936584,0
280,1.3734656079122942e-07,0.8359902501106262,0.16400964558124542,1
281,1.939551111718174e-05,0.31470537185668945,0.6852752566337585,1
282,1.1466654115110941e-07,0.0770491510629654,0.9229507446289062,1
283,2.904236566791951e-07,0.3344704806804657,0.6655293107032776,0
284,1.7807757103582844e-05,0.10078879445791245,0.8991934657096863,1
285,4.583262580126757e-06,0.7906947135925293,0.20930065214633942,1
286,5.683671311373928e-10,0.8218156099319458,0.1781844049692154,1
287,1.8421095759890704e-09,0.047364622354507446,0.9526353478431702,1
288,2.2679309819029214e-11,0.9339079856872559,0.06609202921390533,0
289,1.0677762493638276e-11,0.5498621463775635,0.45013782382011414,0
290,3.090973768848926e-05,0.0907306969165802,0.9092383980751038,1
291,4.1846658083155575e-11,0.537351131439209,0.46264880895614624,1
292,7.218124320473862e-09,0.3576035797595978,0.6423964500427246,1
293,5.1248440983541615e-14,0.39533159136772156,0.6046684384346008,1
294,2.5947324150399353e-11,0.8384860754013062,0.16151393949985504,1
295,4.4978604174517045e-12,0.8826510906219482,0.11734895408153534,1
296,3.5007570886591566e-07,0.18421432375907898,0.8157853484153748,1
297,4.814005478692707e-06,0.9500717520713806,0.049923405051231384,0
298,0.0017206621123477817,0.4460461437702179,0.5522331595420837,1
299,2.635661758176866e-06,0.0809653177857399,0.9190319776535034,1
300,7.434877773116952e-14,0.8478863835334778,0.1521136611700058,1
301,2.994367775954743e-08,0.41267821192741394,0.5873218178749084,1
302,1.5959330994519405e-05,0.06509292870759964,0.9348911643028259,0
303,3.921500683645718e-05,0.09539889544248581,0.9045618176460266,1
304,3.3413201094845135e-08,0.32494989037513733,0.6750500202178955,1
305,2.7234872845838254e-07,0.03973532095551491,0.9602644443511963,1
306,4.248139973128673e-08,0.2243480682373047,0.7756519317626953,0
307,1.4202695410858723e-06,0.0296549741178751,0.9703436493873596,1
308,2.280958841943681e-12,0.7561608552932739,0.24383915960788727,1
309,4.419291599333519e-10,0.9798763990402222,0.020123645663261414,1
310,5.352808751801774e-10,0.8755397796630859,0.12446023523807526,1
311,5.984992412777501e-07,0.12976162135601044,0.8702377676963806,1
312,4.319678503783564e-10,0.9026873111724854,0.09731271117925644,1
313,3.5878812809642113e-07,0.24737799167633057,0.7526216506958008,1
314,1.348305733728239e-08,0.765284538269043,0.23471544682979584,1
315,4.7196348391953524e-12,0.6214725971221924,0.3785274028778076,1
316,1.8108600841060252e-08,0.629391074180603,0.370608925819397,1
317,1.5500316294492222e-05,0.17794594168663025,0.8220385909080505,1
318,4.386410679124708e-11,0.41716933250427246,0.5828306674957275,1
319,3.386887499345903e-07,0.2527126669883728,0.7472869753837585,1
320,5.964266620139824e-06,0.037125326693058014,0.9628686308860779,1
321,2.237507032987196e-06,0.4512806236743927,0.5487171411514282,1
322,1.3908954385108679e-14,0.15437886118888855,0.8456211090087891,1
323,3.996647279791432e-08,0.7172281742095947,0.2827718257904053,1
324,1.3252252983875223e-07,0.6199386715888977,0.38006117939949036,0
325,1.0534181882349003e-07,0.020422304049134254,0.9795776009559631,1
326,6.559245946391457e-08,0.08954392373561859,0.9104559421539307,1
327,3.915874003723729e-06,0.6202612519264221,0.3797348141670227,0
328,6.205778621017066e-13,0.7241302132606506,0.27586981654167175,1
329,3.266525891376659e-05,0.5268450975418091,0.4731222689151764,1
330,1.54045451949969e-08,0.6583579182624817,0.3416421711444855,1
331,4.633281952548529e-11,0.06747131049633026,0.9325286149978638,1
332,1.7535661811507453e-10,0.5511284470558167,0.4488714933395386,0
333,1.694788921832377e-13,0.9272985458374023,0.07270145416259766,1
334,1.4005838860648573e-13,0.6860508918762207,0.3139490485191345,1
335,1.3846290780605841e-09,0.7895135283470154,0.21048642694950104,1
336,2.5122241092967457e-11,0.20334996283054352,0.7966500520706177,1
337,1.5609707970654085e-11,0.8329765796661377,0.1670234054327011,1
338,7.870719127822667e-05,0.1303638368844986,0.8695574998855591,1
339,0.00015286168491002172,0.4001149833202362,0.5997321605682373,1
340,6.309969213802447e-10,0.10174234956502914,0.8982576131820679,1
341,8.484535101160873e-07,0.26159465312957764,0.7384045124053955,1
342,1.4780708568196133e-07,0.11263439059257507,0.887365460395813,1
343,3.0805789963086116e-15,0.7412083745002747,0.25879165530204773,1
344,2.5706318584201027e-12,0.9662219882011414,0.03377798944711685,1
345,6.051533318895963e-08,0.44122713804244995,0.5587728023529053,1
346,3.2356558404833535e-11,0.9900033473968506,0.009996624663472176,1
347,6.369975754554405e-14,0.8422404527664185,0.15775954723358154,1
348,3.2531272814440015e-11,0.881335973739624,0.1186639741063118,1
349,1.688592321524851e-11,0.0703388899564743,0.9296610951423645,1
350,1.668671757215634e-05,0.21154163777828217,0.7884417176246643,0
351,8.973933263156653e-10,0.08869136869907379,0.9113086462020874,1
352,1.6506544397998368e-06,0.28485262393951416,0.7151457071304321,1
353,3.2828688745212276e-07,0.07771787792444229,0.9222818613052368,1
354,6.18744229681889e-19,0.9782620668411255,0.021737953647971153,1
355,1.370547285132986e-17,0.3877584934234619,0.6122415661811829,1
356,1.9355179958768787e-10,0.5964242219924927,0.4035758078098297,1
357,1.2610546050592034e-15,0.940240740776062,0.05975921079516411,1
358,3.6106945211500374e-10,0.6511160731315613,0.3488839566707611,1
359,1.0570318966364282e-14,0.7187926173210144,0.281207412481308,1
360,4.9165880255941374e-09,0.8867052793502808,0.11329473555088043,1
361,3.5249977372586727e-06,0.8278605341911316,0.17213588953018188,0
362,8.874787710277943e-11,0.2000495046377182,0.7999504804611206,1
363,3.5981707197096924e-11,0.5735081434249878,0.4264918565750122,0
364,7.60810553401825e-06,0.13250163197517395,0.8674907684326172,1
365,0.0010776238050311804,0.39508581161499023,0.6038365364074707,0
366,2.5494320196606246e-13,0.40156126022338867,0.5984386801719666,1
367,5.872896622349799e-07,0.7199983596801758,0.28000104427337646,1
368,2.4488601411576383e-05,0.8165429830551147,0.183432474732399,1
369,9.527580004942138e-07,0.14619402587413788,0.8538050055503845,1
370,5.047060547269666e-10,0.0924142524600029,0.9075857400894165,1
371,5.777860422094896e-14,0.1919829249382019,0.8080170750617981,1
372,1.9738481044772983e-19,0.9992774128913879,0.0007226142915897071,1
373,1.4469005854556016e-11,0.7107627391815186,0.28923729062080383,1
374,5.649244737098141e-15,0.9350229501724243,0.06497702747583389,1
375,2.300386547915423e-08,0.8883494138717651,0.11165060102939606,1
376,4.145070744976387e-11,0.6489999890327454,0.351000040769577,1
377,2.5168377604245507e-08,0.035221558064222336,0.9647783637046814,1
378,0.00022216088837012649,0.20387591421604156,0.795901894569397,1
379,2.0281954675738234e-06,0.17839962244033813,0.8215983510017395,0
380,1.1079085782475517e-12,0.3365355432033539,0.6634644269943237,1
381,8.841989640462344e-12,0.8090236186981201,0.19097638130187988,1
382,7.554433523182524e-07,0.01761152595281601,0.9823877215385437,1
383,2.3427103315043496e-06,0.25272253155708313,0.7472751140594482,1
384,6.658379625434918e-09,0.11576177924871445,0.8842382431030273,1
385,1.6346752090612426e-05,0.37096190452575684,0.6290217041969299,1
386,1.1321517234819112e-07,0.49694618582725525,0.5030536651611328,1
387,2.3110607177967424e-11,0.14428845047950745,0.8557115793228149,1
388,1.2406911764628603e-07,0.06948845088481903,0.9305114150047302,1
389,2.1945306682980004e-10,0.1675081104040146,0.8324918746948242,0
390,9.555196633925789e-10,0.08086583763360977,0.9191341400146484,1
391,1.2133004601011521e-09,0.06024554371833801,0.9397544264793396,1
392,0.0007698163972236216,0.29124152660369873,0.7079886794090271,1
393,2.3975360363692744e-06,0.5290973782539368,0.470900297164917,1
394,4.918822987809435e-11,0.6167829036712646,0.38321709632873535,1
395,2.6296105917755774e-11,0.018976358696818352,0.9810236692428589,1
396,0.00021126706269569695,0.15046854317188263,0.8493201732635498,1
397,3.209724500075062e-11,0.45874840021133423,0.5412516593933105,1
398,3.4141748673013894e-13,0.6057555079460144,0.3942444622516632,1
399,0.00013938135816715658,0.16040687263011932,0.8394536972045898,0
400,6.793298234697431e-05,0.5155546069145203,0.484377384185791,1
401,0.0006591783021576703,0.1370190680027008,0.8623217344284058,1
402,9.155525763796055e-15,0.938823938369751,0.06117599084973335,1
403,5.729649339616255e-14,0.32462796568870544,0.6753720641136169,1
404,3.0365750717464834e-05,0.27186235785484314,0.7281073331832886,1
405,2.0039345183242574e-11,0.9479104280471802,0.05208964645862579,0
406,6.495924935734365e-06,0.07054648548364639,0.9294470548629761,1
407,3.746003756077698e-07,0.3446729779243469,0.6553266048431396,1
408,1.2756959117538047e-12,0.38014715909957886,0.6198527812957764,1
409,5.62392642677878e-07,0.717592179775238,0.2824072241783142,1
410,1.0091280838297328e-13,0.9763814806938171,0.023618485778570175,1
411,9.094189579172962e-08,0.042509689927101135,0.9574902057647705,1
412,5.6771000345179345e-06,0.17071294784545898,0.8292814493179321,1
413,8.658025685281956e-11,0.9728904962539673,0.027109505608677864,0
414,5.583136498898966e-06,0.8351867198944092,0.16480766236782074,1
415,3.0861774941159936e-11,0.932062566280365,0.06793738156557083,1
416,1.1607733003959897e-12,0.3534969687461853,0.6465030312538147,1
417,3.6198787256580545e-06,0.8932997584342957,0.10669659078121185,1
